tweet || sentiment
أخصائية نفسية: المرأة أفضل من الرجل في قيادة السيارة http:// 3alyoum.com/article/786615 #السعودية #عين_اليوم #السعودية #عين_اليوم||yes
المرأه تبي تسوق عشان تخلص اشغالها وماتقعد تترجى احد يذلها انه يوديها، قيادة المرأه عشان توفر فلوسها ومايخلص نص راتبها على السواقين ||yes
السر في بطونها يا ابو حسين العبره ليس في السماح لام كلثوم فالقرار ليس باقوى من قيادة المرأه و هيكلة الهيئة و الكثير اما الرسائل التي تحملها ||yes
والله اني استغرب من الي ضد قيادة المرأه وقاعدين يدعون انه تنلغي، مساكين.||yes
#نرفض_السواقه_والاعلام_يضلل كلنا نعلم بأن فئة قليله من تؤيد قرار قيادة المرأه لانضحك على بعض #نرفض_السواقه_والاعلام_يضلل||no
كأنٓ الاعلام بوده ان تكون قيادة المرأة اجبارياً يارب لطفك !! #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
ماني ضد القيادة .. بس ع فكره مو كل اللي معترضين قيادة المرأة مطاوعة و ملتزمين ..!||no
والله لانريد قيادة المرأة كاتبين المرأة السعودية فرحانه وانا ماني فرحانه واكثر البنات نفس الهرجة #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
ملخص كلامه هو "الاباحة" في قيادة المرأة من حيث الأصل والتحريم من حيث "الأضرار الجانبية" فإذا زالت هذه الأضرار زالت علة التحريم وتبقى الأصل الإباحة. ولعل في زمننا قد زالت هذه الأضرار وبالتالي هي دليل على "إباحة القيادة" أكثر من تحريمها ||yes
لأنهم أتوا عن طريق السياره وكذا الفكره تدخل براس الطالبات ف يسوونها في مدرساتهم و يطعنونها لابد من ايقاف قرار قياده المراة ||no
هل قياده المراه فيهها ضرر كبير من ناحيه الحوادث وغيرها؟ #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل ||no
#نرفض_السواقه_والاعلام_يضلل كلنا نعلم بأن فئة قليله من تؤيد قرار قيادة المرأه لانضحك على بعض  #نرفض_السواقه_والاعلام_يضلل||no
على كذا بعد قيادة المراة لازم يسوون توسعة في المستشفيات وزيادة في الأسرة وزيادة في سيارات الاسعاف #نرفض_السواقه_والاعلام_يضلل pic.twitter.com/992m9BYBNr #نرفض_السواقه_والاعلام_يضلل||no
من الاخير قياده المرآه مااتوقع بتكون خير للمجتمع والله اعلم ||no
تكفون ياال سعود كما عهدناكم لانريد قياده المراه #نرفض_السواقه_والاعلام_يضلل #نرفض_السواقه_والاعلام_يضلل||no
#الملك_ينتصر_لقياده_ المراه #قياده _ المراه _السعوديه نقلة نوعية في حياة المرأة السعودية #الملك_ينتصر_لقياده_ #قياده||yes
أنت تحاول تصرف الموضوع اجل بالله هذا واحد عااااقل يقدم حل بدل قيادة المرأة وهو ان كل موظف يطلع من دوامه عشان يجيب بناته؟ تملك عقل أنت؟ تعي؟ ||yes
ياخبر عاجل فكنا من موضوع قيادة المرأة .. أزعجتنا ||no
أولاً واخيراً #قيادة_المرأه مالها دخل بالتطور والحضاره #نرفض_السواقه_والاعلام_يضلل  #قيادة_المرأه #نرفض_السواقه_والاعلام_يضلل||no
لازم يعاقبونهم ويلغون قياده المراة لانها السبب||no
#قيادة _ المراة _السعودية عرفتوا ليه مانبيكم تسوقون ؟ نخاف عليكم pic.twitter.com/oZBDMuLeTb#قيادة||no
#نرفض_السواقه_والاعلام_يضلل اغلبية من يؤيدون قيادة المرأة مجنسين ليسو من الشعب السعودي الغيور على محارمه اللهم احفظنا #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل انا مارفضت قيادة المرأه لاتكذبون ولاتتكلمون باسم الجميع#نرفض_السواقه_والاعلام_يضلل||yes
مدرسنا يتكلم عن قيادة المرأة في السعوديه ولازم يكون عمرها ٣٠ وفوق !! pic.twitter.com/iRFeG20s9Q ||yes
#نرفض_السواقه_والاعلام_يضلل قيادة المرأه لن تجلب لنا منافع وهذا الواقع يقوله سيجلب لنا مضار أكثر بكثير من المتوقع . #نرفض_السواقه_والاعلام_يضلل||no
#حلوه_دنيتي_لما انر ملكنا وابونا سلمان ب #قيادة _المراة _السعودية  #حلوه_دنيتي_لما #قيادة||yes
#نرفض_السواقه_والاعلام_يضلل نطالب بإلغاء قياده المرأة و نطالب بإلغاء هيئة الترفيه و نطالب بعودة هيئة الأمر بالمعروف و النهي عن المنكر ..  #نرفض_السواقه_والاعلام_يضلل||no
نطالب بعدم الغاء قيادة المرأة ونطالب بعدم الغاء هيئة الترفيه ونطالب بمحاسبة كل من يعارض قرار ولي الامر  ||no
#قيادة_المرأة_السعودية_للسياره .. دحين اللي يقولو محا يطلعو من بيوتهم و بياخذو اجازة و غيرو عشان النساء بيسوقو و انو في ثلاث حوادث وفاة لنساء ساقوا " بزعمهم " .. مايعرفو انو من قبلنا سنويا معدل عدد الوفيات بسبب الحوادث بس ٥٣٣٣٨ يعني ٢٥ شخص يومياً .. و ماخفت ع نفسك الا دحين! Mentions:  Hashtags: #قيادة_المرأة_السعودية_للسياره||yes
نحن معا القيادة حفظهم الله وطول بعمرهم ونحترم رائيهم بس نحن نرفض قيادة المرأة أرجو من ملكنا سلمان الغاء قرار #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل في قاعدة شرعية تقول ( سد الذرائع مقدم على جلب المصالح ) ياقيادتنا وياشعبنا مفاسد قيادة المرأة أكثر من مصالحها.  #نرفض_السواقه_والاعلام_يضلل||no
بعد قرار قيادة المرأه رأينا عجب العجاب وتعالت اصوات الضبآع والله ليعذبنا الله عذابا شديدا اذا كثر فينا الخبث #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
لكل محتشمة فرحت بقرار #قيادة _ المراة _السعودية يوما ما ستدركين انه ليس حلمك الذي تبحثين عنه pic.twitter.com/7BqTXSW2NK  #قيادة||no
#نرفض_السواقه_والاعلام_يضلل قيادة المرأة في السعودية وعلاقتها بالعلمانية / سناب مشعل النامي http:// youtu.be/Quvp49vJh3A  #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل نرفض وبقووووه قيادة المرأه نطالب بإلغاء هيئة الترفيه  #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل قيادة المرأة حق من حقوقها المشروعة يا بني صحيون وفي عهد سلمان الحزم النساء والرجال #على_حد_سواء  #نرفض_السواقه_والاعلام_يضلل #على_حد_سواء||no
#نرفض_السواقه_والاعلام_يضلل يظلل مع القزاز الأمامي والا بدون كلنا مع قيادة المرأة  #نرفض_السواقه_والاعلام_يضلل||yes
حسابات بنات والعيال من يطّلع اشاعات انه حسابات قطريه اقولها في وجيهكم تراكم كذابين حنا نرفض قيادة المرأة #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
#اكثر_دعوه_ارددها ان الله يلغي قرار قيادة المرأة ، فإنه على ذلك قدير .. #نرفض_السواقه_والاعلام_يضلل  #اكثر_دعوه_ارددها #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل كلنا نعلم بأن فئة قليله من تؤيد قرار قيادة المرأه لانضحك على بعض  #نرفض_السواقه_والاعلام_يضلل||no
لو قيادة المرأه شرف او شئ يفتخر فيه لرأينا بنات وجهاء المجتمع يقودون ولا يحتاجون سواقين لكن هي منقصه وذل للمرأه #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
قيادة المرأة محاسنها اكثر من مفاسدها بخلوة الاطفال مع السواقين  ||yes
#نرفض_السواقه_والاعلام_يضلل . نرفض وبقوه كل ماطلع هشتاق ضد قياده المراه طيروه ولا طلع هشتاق مؤيديين للقياده من اللبراليه رفعه الاعلام ترند !  #نرفض_السواقه_والاعلام_يضلل||no
نعم انا ضد قيادة المرأة للسياره . جزاك الله ياشيخنا الفاضل وسدد خطاك .  ||no
خيالك واسع حبيبي الهيئة لن تعود و اصلا في طريقها للالغاء و قيادة المرأة صدرت بامر سامي و الامر السامي ما فيه تراجع يعني تعقب تنلغا  ||yes
قيادة المرأه مفاسدها اكثر من مصالحها #نرفض_السواقه_والاعلام_يضلل Mentions:  Hashtags: #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل الي معارض بحجة الشرع هو نفسه الي جايب لاهله سواق اجنبي وقد علم ان خلوة السائق اعظم شرعاً من قيادة المرأة بمفردها  #نرفض_السواقه_والاعلام_يضلل||yes 
#نرفض_السواقه_والاعلام_يضلل ولي الأمر ابونا وحبيبنا سلمان له السمع والطاعة ورأي الشعب السعودي الغيور ليس ضد الملك بل ضد قيادة المرأه ..  #نرفض_السواقه_والاعلام_يضلل||no
تقريبا الشيخ الألباني رحمه الله هو الوحيد اللي كان بيرد على مشايخ السعودية في فتواهم بعدم جواز قيادة المرأة للسيارة..!  ||yes
لا نريد قياده نريد بلدنا طاهر من تكشف المراه ..انا إمرءه وارفض القياده #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
سيكثر في الأيام القادمه، تصوير لحوادث سيارات مُرتكبيها (ذكور) والهدف؟ تخويف المرأه ! ورساله للمجتمع: إنظرو الى قيادة النساء كيف! ||yes
#نرفض_السواقه_والاعلام_يضلل . إلى ابي أتمنى تلغي قرار قيادة المراه ' @KingSalman #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل يارب يارافع السماء بلا عمد يلغى قرار قياده المرأه بأمر منك تنزله من السماء الى ولاه الامر  #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل نعم نرفض قيادة المرأه ليس كرها وحسدا ولكن رحمتا بها ولأبنائها فهي ليست عدو لنا بل حبا ورحمتاوكذلك لدرء المفاسد  #نرفض_السواقه_والاعلام_يضلل||no
اسأل الله ان يفرحناا بالغاء قرار قيادة المرأة وارجاع الهيئه نريد الأمن والامان وليس الفتن والضياع . #نرفض_السواقه_والاعلام_يضلل #نرفض_السواقه_والاعلام_يضلل||no
وترامب ابن الملعونه هو وبنته يباركون لنا على قيادة المرأة ومباركو لنا على اليوم الوطني ليش؟ لان قيادة المرأة لمصلحتهم ابد مب لمصلحة المرأة ||no
#نرفض_السواقه_والاعلام_يضلل اذا السعوديات بنسبة90٪ بالميه يعارضوا وحزينين من قيادة المرأه أجل مين البنات اللي مستفيدين من هالقرار  #نرفض_السواقه_والاعلام_يضلل||no
قرار قيادة المرأة فتنة والفتنة اشد من القتل وأشد الفتن هي فتنة الدين وخاصة بالنساء فأصبحت هذه الفتنة اعظم فتنة #نرفض_السواقه_والاعلام_يضلل #نرفض_السواقه_والاعلام_يضلل||no
#شعب_الحرمين_ضد_ قياده _ المراه _2 pic.twitter.com/Ah68L4kefy  #شعب_الحرمين_ضد_||no
Username: Retweets: 1 Text: نحن فتيات الاسلام مع قيادة المرأة والتخلص من الرجل الاجنبي ||yes
#نرفض_السواقه_والاعلام_يضلل نطالب بإلغاء قيادة المرأه في هذا الوطن الطاهر . #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل منذ زمن من يطالب في قيادة المرأه هم الليبراليه ام بي سي وروتانا ولو بحثت عالطاقم لم تجد سعوديا واحدا !!  #نرفض_السواقه_والاعلام_يضلل||no
مفاسد هذا الأمر الخطير وهو قيادة المرأة للسيارة نسال الله أن يبصر نسائنا لكي يعرفن ما يخطط له أعداء الدين #نرفض_السواقه_والاعلام_يضلل #نرفض_السواقه_والاعلام_يضلل ||no
اصلاً من قال ان قيادة المرأه حكم شرعي اساسا ||no
تلقين معارضات قيادة المرأة الله ياخذهن ||yes
قرار قيادة المرأة للسيارة قرار صائب ||yes
ممكن تشرحلي وش الفساد اللي واح يجي من قيادة المرأة ؟ على اساس ماتقدر تفسد الا لما تسوق سيارة؟  ||yes
#نرفض_السواقه_والاعلام_يضلل نطالب بإلغاء قياده المرأة و نطالب بإلغاء هيئة الترفيه و نطالب بعودة هيئة الأمر بالمعروف و النهي عن المنكر ..  #نرفض_السواقه_والاعلام_يضلل||no
الحقوقيات قبل قرار قيادة المرأه "مضطهده وتعيش في زمن يحارب النساء" بعد القرار اصبح هذا الزمن زمن انتصارهم والله ماتوقعت اقصى طموحهم سياره  ||no
قيادة المرأة لبيتها .... افضل لها من عملها. Mentions:  Hashtags: ||no
زين صار البعض يحفظ احاديث الله يقوي ايمانكم ويبارك بقرار قيادة المراة هههه ومبرؤؤك للسيدات الاعمال والله يوفقهن والمسلمين وشكراالكم ||yes
#نرفض_السواقه_والاعلام_يضلل نطالب بإلغاء قياده المرأة و نطالب بإلغاء هيئة الترفيه و نطالب بعودة هيئة الأمر بالمعروف و النهي عن المنكر ..  #نرفض_السواقه_والاعلام_يضلل||no
الشباب اللي وراهم بلاوي دايم مريضين ويتكلمون عن عيال الناس اذا كان الطاري قياده المرأه ، الرجال يعرف زين وواثق بأخته انتم شدخلكم يامتخلفين؟  ||no
#نرفض_السواقه_والاعلام_يضلل للأسف اعلام مثل mbc و غيرها .. وجدوا ليبعدونا عن الدين الشعب يقول و الاعلام يدلس جميع الشعب يرفض قياده المرأة #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل المجتمع يرفض قياده المراه نتائج التصويت تتكلم لماذا يتم فرض قرارات يرفضه المجتمع ؟ pic.twitter.com/U7UYlxQMQ5  #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل نطالب بإلغاء قياده المرأة و نطالب بإلغاء هيئة الترفيه و نطالب بعودة هيئة الأمر بالمعروف و النهي عن المنكر ..  #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل على أرض الواقع ومما رأيت وسمعت من حولي الأغلبية يرفضون قيادة المرأة ، وإعلامنا للأسف بعيد عن الواقع تماماً .  #نرفض_السواقه_والاعلام_يضلل||no
#بيان_الداخليه_وامن_الدوله . موضوع اجتماعي...تسلق البعض ليمرر مراده, كصايعات الاسقاط يتسلقن ع قضايا المحتاجين #شعب_الحرمين_ضد_ قياده _ المراه _5  #بيان_الداخليه_وامن_الدوله #شعب_الحرمين_ضد_||no
#قياده _ المراه _السعوديه كل الشكروالتقديرللقياده ممثله بالملك#سلمان ولف مبرووك للمراه السعويه  #قياده #سلمان||yes
#نرفض_السواقه_والاعلام_يضلل على أرض الواقع ومما رأيت وسمعت من حولي الأغلبية يرفضون قيادة المرأة ، وإعلامنا للأسف بعيد عن الواقع تماماً .  #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل بناتنا رافضات قيادة المرأه للسياره فلا تجبروهن على شيء هن رافضاته. لا حول ولا قوة الا بالله  #نرفض_السواقه_والاعلام_يضلل||no
شعب متخلف ومتناقض يبون تسهيل الزواج من اجنبيه متبرجه لكن يرفضون قيادة المرأه السعوديه،إلى اين عسى بقعاء تصوعك؟؟ #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||yes
#نرفض_السواقه_والاعلام_يضلل ١..الغاء هيئة الترفيه ٢..الغاء قيادة المرأة ومنع الاختلاط ٣..ارجاع هيئة الامر بالمعروف والنهي عن المنكر  #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل رأي في قيادة المرأة رافض وبشدة #نرفض_السواقه_والاعلام_يضلل||no
إلغاء قيادة المرأة • رجعوا الهيئه وادعموهم ودربوهم • إلغاء هيئة الترفيه خافوا من الله ماراح نعيش طول العمر #نرفض_السواقه_والاعلام_يضلل #نرفض_السواقه_والاعلام_يضلل ||no
 نرجوك ياسلمان الحزم الغاء قيادة المرأة تعظيم شعائر الله فهي سبب لحماية الله بلادنا وهي سبب قوتنا وأمننا ورغدنا طول السنين. ||no
#الملك_ينتصر_لقياده_ المراه #قياده _ المراه _السعوديه الف مبروك خطوه ايجابيه نحو غدا اجمل باذن لله #الملك_ينتصر_لقياده_ #قياده||yes
مبارك للمرأة السعودية هذه الخطوة الحضارية . . . . . . #الملك_ينتصر_لقياده_ المراه #قياده _ المراه _السعوديه  #الملك_ينتصر_لقياده_ #قياده||yes
لاتلوم الهيئه وتعارض قيادة المراه وتعارض كل راي الحلال بين والحرام بين اسجد لربك واي قرار مبني على دراسه #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل ||yes
#قياده _ المرأه _للسياره لسنا ضدهم ولكن ضد الاستهتاروضد كل من يتسلق ويبحث عن الشهره على حساب دولتنا وانظمة الدولة. https:// twitter.com/almnatiq/statu s/915637670637744128 … #قياده  ||yes
مبارك للمرأة السعودية هذه الخطوة الحضارية . . . . . . #الملك_ينتصر_لقياده_ المراه #قياده _ المراه _السعوديه pic.twitter.com/Z3k3rbRlSZ #الملك_ينتصر_لقياده_ #قياده||yes
نعم نرفض قيادة المرأه وبقووه #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
#الملك_ينتصر_لقياده_ المراه #قياده _ المراه _السعوديه خطوة مباركة ،ستحقق الأرتياح للكتير من النساء ،شكرا سلمان على هذه المبادرة   #الملك_ينتصر_لقياده_ #قياده||yes
#شعب_الحرمين_ضد_ قياده _ المراه _2 انا ارفض وبشده قياده المراه  #شعب_الحرمين_ضد_||no
مبارك للمرأة السعودية هذه الخطوة الحضارية #الملك_ينتصر_لقياده_ المراه #قياده _ المراه _السعوديه pic.twitter.com/Z3k3rbRlSZ #الملك_ينتصر_لقياده_ #قياده||yes
سيدي سلمان، قيادة المرأه لا تخدمنا فمفاسدها وسلبياتها أكثر من إيجابياتها،ولَم نطلبها أبدا نحن كسعوديات أصليات،فنرجوامن سموكم إلغاءهذا القرار  ||no
شعب من١٠٠ سنه يرفض قياده المراه لماذا تجبرونه على شي مايبيه عشان الغرب الراي اولا اخيرا للشعب #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no 
الغالبيه العضمى من الشعب يرفض قياده المراه لماذا قهر الشعب #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
قرار #قيادة _ المرأة _للسيارة يوفر أكثر من 200 ألف وظيفة نسائية.. ويقلل من نسبة بطالتهن. #السعودية #القيادة #قيادة #السعودية #القيادة||yes
#شعب_الحرمين_ضد_ قياده _ المراه _2انا أرفض بنات وطني يسوقنا والله راح تصير فتنا بعد السواقه ليعلمه الا الله  #شعب_الحرمين_ضد_||no
لا يوجد مانع من قياده المرأة السيارات ||yes
المجتمع مع قيادة المرأة ||yes
#نرفض_السواقه_والاعلام_يضلل من مفاسد قيادة المرأه pic.twitter.com/7UODX07wHD #نرفض_السواقه_والاعلام_يضلل||no
قبائل الجنوب ترفض قيادة المرأة ، وذلك يعد أنتهاك لخصوصيات وعادات المواطن #نرفض_السواقه_والاعلام_يضلل #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل من مفاسد قيادة المرأه pic.twitter.com/BW5Sjaau5G #نرفض_السواقه_والاعلام_يضلل||no
ليش البعض متخوف من قيادة المرأه ؟؟ ||yes
#نرفض_السواقه_والاعلام_يضلل من مفاسد قيادة المرأه pic.twitter.com/EqbZCrrXzc #نرفض_السواقه_والاعلام_يضلل||no
#نرفض_السواقه_والاعلام_يضلل انا اوؤيد قيادة المرأه للتريلات  #نرفض_السواقه_والاعلام_يضلل||no
هنا تتم محاولة تضخيمه كما تم تضخيم قيادة المرأة للسيارة، ثم فجأة اصبح حلالاً زلالاً  ||yes
#نرفض_السواقه_والاعلام_يضلل نطالب بإلغاء قياده المرأة و نطالب بإلغاء هيئة الترفيه و نطالب بعودة هيئة الأمر بالمعروف و النهي عن المنكر  #نرفض_السواقه_والاعلام_يضلل||no
#بيان_الداخليه_وامن_الدوله . هل هي تعليم في بيئه شرعيه,هل هي وسيلة اتصال تطور الشخص,هل هي ضروره؟؟لا @KSA_620 #شعب_الحرمين_ضد_ قياده _ المراه _5  #بيان_الداخليه_وامن_الدوله #شعب_الحرمين_ضد_||no
لاتتكلم بلسان الشعب تكلم بلسانك انا من الشعب و بلعكس مع قيادة المرأه اللي خربانه خربانه لو تحطونها بقفص واللي بعقلها بتصون نفسها  ||yes
مطالب الشعب 1- ارجاع هيئة الامر بالمعروف 2- الغاء هيئة الترفيه 3- الغاء قرار قياده المراه #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
التدريب على #قيادة_المرأة_للسيارة داخل المدن خطأ الأجواء البرية قريباًستكون مناسبه تدربوا بعيداً عن المخيمات حفظاً لآرواحكم وأرواح المتنزهين  #قيادة_المرأة_للسيارة||yes
#نرفض_السواقه_والاعلام_يضلل نطالب بإلغاء قياده المرأة و نطالب بإلغاء هيئة الترفيه  #نرفض_السواقه_والاعلام_يضلل ||no
على اساس مقدم شي جديد يفيد به البشر مهزلة الدنيا وين وال سعود بعدهم يمنعون المراة من قيادة السيارة تخلف ||yes
محلل اقتصادي: قرار #قيادة _ المرأة _للسيارة يوفر أكثر من 200 ألف وظيفة نسائية.. ويقلل من نسبة بطالتهن. . . #السعودية #القيادة . . pic.twitter.com/iUHflonjXE  #قيادة #السعودية #القيادة ||yes
نرفض قيادة المرأه وليس تفضيل ركوبها مع السائق شتان بينهما ||no
#نرفض_السواقه_والاعلام_يضلل خلوهم يسوقون أنا عندي مشروع تعليم قيادة المرأة للسياره التعليم مجاني  #نرفض_السواقه_والاعلام_يضلل||yes
يد وحده كلنا ' نبي الهشتاق يكون الاول ' رسالتنا للجميع 'نرفض قياده المراه .' #نرفض_السواقه_والاعلام_يضلل  #نرفض_السواقه_والاعلام_يضلل||no
أقسم بالله أن المجتمع يرفض قيادة المرأة وأن الإعلام المنحط يضلل الرأي العام ، ||no
الانفتاح في كل مكان سر ولا علن وتاكد كل مايحدث بمشورة علمائنا وتقصد قيادة المرأه افضل من ماتركب مع سائق فكر بعقل رشيد .. || no
#نحن_بنات_سلمان_لانريد_القياده #الشعب_يرفض_ قياده _ المراه #قبايل_المملكه_ترفض_القياده_١ هذه المرأة تمثل كل امرأة راقية  || no
طيب كم سنة الأوراق عند خالد الفيصل وقرار قيادة المرأة الدراجة إلي يدوبك المكنسة تنكس معناه قرار غير حكيم وفي غير مكانة انتا مو في النيجر || no
#حساب_المواطن الحين اصحاب فكرة حساب المواطن لم يفّعلوه إلا مع قرار قيادة المرأة لسيارة بكذا يكون تضارب للمصالح وتعطيل للقيادة برفع الأسعار || no
#اقتراح_تصويت_بصمه_للقياده1 كلنا ضد قياده المرأة .. الا المتجنسين || no
من باب الصراحه باب قياده المرأه ده مدي ناس الاحقيه بالمطالبه بحاجه مهم اصلا مو فاهمنها || no
#اقتراح_تصويت_بصمه_للقياده هههه أغلب الوافدين وأعداء الوطن رافضين قيادة المرأة أكيد نتايج التصويت بتويتر بتكون ضد. || no
#عوده_الحفلات_الغناييه #شعب_الحرمين_ضد_ قياده _ المراه _2 ما الضرر من سقوط قناع وانكشاف الحقيقة ؟ أليس أفضل من الوهم المريح ؟ || yes
#الشعب_يرفض_ قياده _ المراه _٢  || no
#نحن_بنات_سلمان_لانريد_القياده #الشعب_يرفض_ قياده _ المراه مانخلقنا في الدنيا لنكبر الوسادة ونخلي أيامنا كلها نومة بل أعمالنا كلها عبادة #بقلمي || no
ساويرس: حديثي عن قيادة المرأة السعودية للسيارة لدعم الخطوة وليس للمعايرة   || yes
انا ضد هالسالفه اكيد بس راح يصير نفس قيادة المراه || no
د. فهد أرجوا قراءة ما قاله د. محمد السعيدي في موضوع قيادة المرأة للسيارة ولماذا المجتمع كان متخوف من هذه الخطوة  1/status/914619222512283650 … || no
ألجمته بطريقه محترمه .. لكن ياليتك سكت وماقلت انك مع قيادة المرأه || no
نرى بالغاء قرار قيادة المرأة للسيارة ، واعادة صلاحيات الهيئة ونأمل أن تكون برامج هيئة الترفية خالية من الاختلاط والمعازف وتتناسب مع قيمنا || no
قرارات لا ادري هل هذي الروية التي يدعونها من قيادة المرأة الى اعادت الحفلات الغنائية الى قنوات تبحث أغاني ١ #ام_كلثوم_تعود_للقناه_السعوديه || no
١_ سجن واعتقال رجال الدين ٢_ قيادة المرأة ليس للسيارة فقط وإنما تحولها الى قيادية فجأة ٣_ تغيير مبادئ دينية وضعها أئمة المملكة (غناء _رقص) || no
انا بجاوب ،، كلنا شاف الدول المجاوره عن قرب مجتمع فساد ودشره لاتوهمو المجتمع بأن قيادة المرأه حضاره وتقدم كنا نمتاز بحفظ المرأه والان || no
يارب اقابل وحده بالمدرسه من معارضين قيادة المرأه دعواتكم ودي اجلد احد || yes
خلقنا وقلوبنامليئة بالخوف من المعاصي والفتن ونريد ذلك لأبنائنا ..... قيادة المرأة ؟ || no
إلغاء قيادة المرأة || no
#نحن_بنات_سلمان_لانريد_القياده #اقتراح_تصويت_بصمه_للقياده1 #الشعب_يرفض_ قياده _ المراه _2 || no
انتم كذا ما يعجبكم العجب ولا الصيام في فبراير! قيادة المرأة وام كلثوم والدوري مجان ووو كل هذي التطورات ما عجبتكم! شتبون بعد  tus/914992940057063424 … || yes
#الغاء_ قياده _ المراه || no
بغض النظر عن اني ضد قياده المرأه بس الله يكون بعونها بتطيح ف حاله نفسيه صعبه || no
شاهد: كيف عبرت فتاة سعودية “منتقبة” عن فرحتها بقرار قيادة المرأة السيارة ؟  || yes
الله يرحمه ويصبر اهله قضاء وقدر ما نختلف لكنّ ماينكر أحد أن قرار قيادة المرأة يتحمل جزء الحادث لأن القيادة تحتاج خبرة اقل شي ماهو خذني جيتك. || no
هذي مستحيل تسوق لان لو عندها فلوس اشترت سياره وجابت سواق بدل ان تقف ع الرصيف. لذلك لن تحل مشكلتها قيادة المرأه || no
ب٢٠١٣ يقلك قيادة المرأة بالسعودية مخطط غربي/رافضي والعياذ بالله شكرا يا روافض لانكم سهلتم قيادة المراة بالسعودية  tus/394523742744739842 … || yes
اعوذ بالله صحيح قرار #قيادة _ المراة باقي ماتنفذ لكن في حريم الله يهديهم ، باقي 9 شهور فترة تعليم وتدريب الله يرحمه 13 سنة وش ذنبه !  || no
نريد اعادة صلاحيات الهئية والغاء قيادة المرأة || no
مو تقليل فالجهود المبذوله من الحكومه السعوديه لكن السعوديه ك شوارع ونظام وعقلية السائق السعودي صعب تتوافق مع قيادة المرأه السعوديه  tus/914988578173747200 … || no
من أهم وسائل الأمن في البلدان الأمربالمعروف والنهي عن المنكر لذلك نطالب ب ١-عودة الهيئة ٢-الغاء هيئة الترفيه ٣-الغاء قيادة المرأة للسيارة || no
نريد رجوع هيئة الأمر بالمعروف والنهي عن المنكر و إلغاء قيادة المرأة للسيارة || no
#الشعب_يرفض_ قياده _ المراه _2 || no
الذين كانوا يجادلون ويقولون اباحة قيادة المرأة للسيارة لا يدل على شيء طيب والبدء في بث الحفلات الغنائية على...  || no
ويقولون قيادة المراة بتقلل من الحوادث || no
تفتخر #ألف_خير والمغنية تام تام بإطلاق أغنية "لدينا سيارة وسنقودها" إحتفالاً بالقرار التاريخي للملك سلمان حفظه الله ⁧ #قيادة_المرأة_السعودية  || yes
#شعب_الحرمين_ضد_ قياده _ المراه _2 || no
لم تكن قيادة المرأه ضد الشرع؟ أول شيء أتفقوا على ما هو الشرع بعدين تعالوا ادعوا له. دينكم مثل الجوال كل يوم تحديث || no
#الشعب_يرفض_ قياده _ المراه هي الأن تذهب مع السائق لأي مكان وبعد قيادتها ستذهب بالسياره إلى اي مكان .. || no
