tweet || sentiment
حقيقي سعادتي ما تنوصف مو عشان حسوق عشان فزنا و سار عندنا اختيار..  || yes			
لا يارب يلغى ذا قرار سامي بأي وقت يلغى.  || no			
الله يحفظ القياده والشعب استغرب فرحه بعض اذناب العلمانيه من القرار نسيو تطور التعليم وحصرو التطور في القياده  || no			
يوم سعيد لكل سعودية واعية سيدي سمعا وطاعة ... شكرا لوالدنا سلمان الحزم والعزم  || yes			
السواقه فن واخلاق وادب ميزة السواق في صبح ومساء مير اظن الوقت والحال انقلب من بعد قالوا يسوقن النساء   || yes			
"صديقي الرجل ، تبي مرتك تسوق عطها موتر ، ماتبيها تسوق لاتعطيها ، ليه زعلان ومكبرها وشاد حيلك وكأنك الملك سلمان  || yes			
نثقف أخواتنا عن أشياء تستفيدون منها بالسيارة و أي إستفسار حنا حاضرين   || yes			
نفسي اشوف ردة فعل الرجال الي شايفينا بنص عقل ومو عارفين من الدين غير انو حلل اربعه بعد ماسمعو الخبر يفتفت  || yes			
"القياده تكون بس للضروره يعني اذا ماعندك احد يوديك ممكن اما سرده مرده علي الفاضي قرار تاريخي،ليس فقط لكونه يقرر حقاً للمرأة بل لكونه قفزة نحو مستقبل تسود فيه المساواة بين الجميع.الحقوق لا تتجزأ يوم تاريخي تشهده المملكة العربية السعودية في ظل حكومة سيدي خادم الحرمين الشريفين  وولي عهده الأمير الملهم محمد بن سلمان بإقرار حق الذي طال انتظاره لقرابة ثلاثة عقود. سنسير معاً قيادة وشعباً وآمالنا تسير قبلنا. عنوان غير موفق! اولا:هذاولي الامر وعليه ان يراعي المصلحة حيثماكانت ثانيا:القيادة ليست حديثه وانماالتنظيم حديث  || yes		
والله العظيم عارفين الشرع لايحرم القياده ولا القانون لكن خوفنا من المتخلفات عقليا الليبراليات الحقودات على الدين  || yes			
نبي حافز نبي مساعدات لربات البيوت نبي وظايف مو سواقه اهتماماتنا ماهي كذا الشاب السعودي إذا بغى يستقوي على البنت   || no			
قرار تاريخي شجاع شكراً ملكنا سلمان شكراً محمد بن سلمان  || yes			
في سنة من السنوات كان هناك رجال ذو دقون كثيفة يصعدون المنابر ليحذروا من خطر قيادة المرأة  || yes			
بعد السماح بقيادة المرأة فإنا نرجو من دولتنا اعزها الله السماح بالسينما ضمن مشاريع هيئة الترفيه و وفق التايم لاين كلو برعاية حرفياً أعتزل لكم ساعة كده ..  || yes			
قيادة المرأة حرية شخصيه من حق الجميع ممارسة حريتهم دون المساس بحرية الاخرين يبي لك انتظار ١٠ شهور قدام ١- ممكن فيها يتكنسل القرار ٢- ممكن تموتين قبل العشرة شهور لا تبالغين بفرحتك انتبهي قدامك صرصور   || yes			
مانبي نسوق احس بيكثر الفساد والحوادث بتزيد الدين امر المرأه : ١/بعدم الخروج دون محرم ٢/عدم التبرّج ٣/ والجلوس بالبيت هل هذه الضوابط ستطبّق؟  || no			
تحية اجلال لتلك النسوه اللواتي طالبن بحقوقهم سنه ١٩٩٠  هذي السياره مو كيوت   || yes			
"ربّما ستتخلص كثير من النساء من همّ وتكاليف السائق والذي يكاد يقاسمهنّ الراتب، ربّما..! MBZ يهدد MBS و MBS يهدد الشعب السعودي ابوي مايقدر الا على امي   || yes			
لو طرح مشاكل الاتصالات وسرعات النت في المملكه واجبرو على الاصلاح لكان افضل من سياقة المراه اصحا من النوم واتفاجأ اننا بنسوق  || no			
"اللهم اكتب الخير لهذه البلاد وأصرف عنها كل شر وبلاء وفتنه الكل يقول آمين المؤيد والمعارض لأنكم لاتعلمون أين الخير بدأ الامتحان الحقيقي ، الديوث الذكر سيسمح لنساءه بالقيادة ، وسنرى إناثاً يقدن تابعات لذكور ديوثين في المجتمع  || no
ع ايش فرحانات سيارة وتسوقيها ويقارنون القيادة بالتعليم حريم تافهات  || no			
"القيادة إحتياج الجميع وليست حكراً على أحد لذلك لا يُنقص منها شيئاً عندما يأتي أحدهم ويرفضها ، الأمر ليس لك وحدك.  || yes			
هذا القرار يتناغم مع الدين الاسلامي دين الوسطيه والاعتدال ويتناسب مع ماتقرره الشريعه الاسلاميه السمحاء ابي اشوف وجه اللي يغني لن تقودي لن تقودي.  || yes			
"النساء هن المربيات للأجيال وهن النصف الآخر من المجتمع،وهذا حقٌ لهن لتدبُّر امورهن بعيداً عن المضايقات المباشرة! - الحمدلله انني من الجيل الذي يشهد تلبية بلدي لحقوق المرأة وعقبال قانون التحرش ونصبح بلد فكر وانتاجه وتطور  || yes		
قرار تأخر كثيرا وشكرا لكل شخص جعلنا نترحم على اسد السنه نايف بن عبدالعزيز يا بلادي واصلي والله معاك لاااااا موصدق تفاصيل قرار قيادة المرأة للسيارة في السعودية   || yes			
"لا تنسون ربط الاحزمه يوم تاريخي في حياة المرأة السعودية المناضلة ، مبروك لمعشر النساء ، مبروووووك .  || yes		
"زوجتي تقود السيارة بأمان في بلد الابتعاث بدون مشاكل، و لما قادت في يوما ما، أوذيت في ذلك اذى شديدا  || yes		
والي ضد القياده جالسين يسبون ومهولين الموضوع خلاص القياده صارت واقع عليك بنفسك واهلك وم لك خص بغيرك لو تسوق طياره  || yes			
الحمدلله الذي أحل قيادة المرأة للسيارة بعد ان كان قد حرمها حتى الأمس. . موظفات براتب ٥الاف واقل ويجبن سواق ب ١٥٠٠ وش يبقى لراتبهن ...قرار تاخر كثيييير  || yes			
قرار تاريخي لن ينسى وابارك لنساء وطني بهذا القرار في عهد ملك الحزم وولي عهده ....والقادم أجمل  || yes			
حتى لو سمحو مانبي نسوق بنجلس اميرات فاتُّّخذ القرار الحاسم ذو الفوائد العظيمة اجتماعياواقتصادياوسياسيا نعم نعم انها البروفسورة / غادة المطيري مثل عالمي ممنوع من القيادة في المملكة مو حرام عليكم / الف مبروك الان   || no			
لو عمل استفتاء رسمي لهذا الموضوع لكان الغلبة للرافضين ضد المؤيدين. مجلس الشورى سايلنت  || no			
بما ان المراه سمح لها بالقياده مره وحده اسمحو بالسنما هي خاربه خاربه خلوها تخرب مره وحده ياملكنا الشعب غير راضي نعوذ بالله من الفتن ماظهر منها وما بطن   || no			
الحمدلله والشكر له ثم لولات الأمر  || yes			
"ألف مبروك لأخواتنا وأمهاتنا القرار راح يفتح للمرأه وظائف كثيره ، ويوفر عليها أموال أكثر باي باي كريم  || yes			
مبروك للنساء قيادة السيارة والله يستر من الجاي الظاهر شكلها زي كذا   || yes			
( ويمكرون ويمكر الله والله خير الماكرين ﴾ لا تستهويني القيادة وذلك امر شخصي لكن ! لا اسمح لأي رجل ان يجعل المرأه اضحوكة له بسبب قرار سامي..تبا لكم . || no			
والله دنيا الرجال صاروا يحطون مكياج ويطبخون والحريم صاروا يسوقون  || no			
السواقه مو حرام ... وعادي موضوع الا ما تبغ تسوق عادي ... اثق في اختي وزوجتي وهي تسوق و لا اثق في سواق اجنبي ... ِراه  || yes			
استغرب من بعض الناس هنا جالس يسب ويشتم ي خي انت مسؤول عن اهلك تبيهم يسوقون ولا لا كلكم راعي وكلكم مسؤول عن رعيته هذا الرجل يكتب تاريخ المملكة العربية السعودية العظمى ..   || yes			
المفروض يعاقب اي شخص يصور البنت وهي تسوق خلاص يعني كل مره بنت تسوق يصورونها !!!  || yes			
سبحان الله اليوم كانت تناقشني ابنتي المهندسة وتقول لي متى يسمحوا لنا بقيادة السيارة ومتى تعلمني قلت لها قريبا  || yes			
اتمنى من المؤيدين لقيادة المراة ان يكون من طليعة من يسمح لاهل بيته بالقيادة لكي نرى مدى مصداقيتكم الف مبروك للمرأة السعودية وشكرا للمناضلات اللي اعتقلوا و ناضلوا في سبيل نصرة هذه القضية ياربي فرحانه جداً الحمد لله بتخرج هالسنه باذن الله وبتوظف وسيارتي معي  || yes			
عهد سلمان بن عبدالعزيز ال سعود .. الرجل و المراة لهم حقوق كاملة في المجتع السعودي الحين يستقدمون شغالة تعرف تسوق (شغالة+سواق) والله من القرادة أغطي وجهي ولا مايحتاج بعد سماح السواقه  || yes			
خلاص معاد نشوف باصات وحوادث نقل معلمات يعني تموت وحده لاقدر الله ولا عشره معها  || yes			
مع أو ضد السماح بقيادة المرأة للسيارة؟! فرصة حقيقه لنثبت للعالم مدى الوعي المتبادل بين شبابنا وبناتنا وان القيادة حق للمراة مثل ماهي لرجل . أول شي احب ابارك للجميع وثاني شي ابي اشوف كيف راح يتسكر باب سياره بعد هالقرار  || yes			
نبارك للسعوديات بالقيادة فمن الواجب اكمال وطنيتها بتجنيدها اجباري وقيادة دبابه علي الحدالجنوبي لتكتمل المنظومه  || yes			
مبرووك لكل نساء السعوديه .. بس انتبهن من هالعينات اللي بالصورة   || yes			
"قيادتها للمركبة حرام و ما فيكم غيره ، لكن خلوتها بالسائق الأجنبي حلال ، ((اي عقل و اي دين عزيزي الصحوي ؟؟؟)) قرار موفق وتاريخي جزاه الله عن اخواتنا من الارامل والأيتام ومحدودي الدخل والموضفات خير الجزاء  || yes	
"يطول بعمرك ي ملكنا اللهم اني استودعك واجهة سيارتي والصدام الخلفي والمرايات الجانبية . قلناها ألف مره متى ما أصدر الملك القرار ، سيطبل له كل كلب عوا ، فليه الهياط من البدايه  || yes			
اعطيتوا الموضوع اكبر من حجمه قيادة المرأه مافيها اي مشكله بالعكس تحل كثير من مشاكل بعض العوائل وتوفر راتب السائق.  || yes			
بعض الرجال يشجب ويستنكر من امر القياده وكانه مغلوب على امره ولايستطيع ان يمنع اهل بيته من ذلك . خير انا جيت قبلها   || yes			
" عبدالله المعلمي: هذا يوم تاريخي للمجتمع السعودي وللرجال والنساء، ويمكن لنا القول أخيرا.   || yes		
هذا قرار اختياري اذا ما تبغى اهلك يسرقون خلاص أمنعهم بس لا تتكلم بلسان الجميع راعي ظروف النساء هل تؤيدين قيادتك للسياره?  || yes			
أخيرا الان اصبحت المرأة السعودية انسان له كامل حقوق الحياة مبروك وصلت المرأه السعودية الف مبروك البنات المملكة وأن شاءالله القادم اجمل  || yes			
ابغي وظيفه وابغي سكن لا اريد القياده استر عليه .. غرندايزر الذي انتصر على شعبه ... في حروب الفايكنج ولد شيء مذهل .   || no			
كن حكيماً أيها الرجل فقد ترجع إلى بيتك ولن تجد ما تأكله ولا ما تلبسه ترا القرار مو الزامي ولا اجباري هدوووو شوي  || no			
صحيفة سبق/ ترحيب عالمي بقرار السماح بقيادة المرأة السيارة في ... - عبر نبض   || yes			
شكرا دادي سلمان اي لوف يو  || yes			
هدية عيد ميلادي من الحين بقولها رانج روڤر  || yes			
ابارك للبنات والامهات والاخوات في السعوديه هذا القرار التاريخي الذي جاء ليُجسد مبداء الحريه والمساوة بين الجنسين ينسبون مقولات للأمير نايف - رحمه الله - بعضها ملفقة ومكذوبة . أخوه حيٌّ يرزق - أطال ﷲ عمره - وهو أصدر القرار . مابين الهاشتاقين والفتاوي تساقط علماء السلاطين سبحان من عراهم وفضحهم لتتضح الصورة الزائفة  || yes			
طال الزمان ولا قصر بنسوق بنسوق ي الله سمعووووووني صياحكم .  || yes			
الحمدلله شكراً للملك سلمان وشكراً لولي عهده محمد بن سلمان  || yes			
الدش شفنا فساده فعلا خرب المجتمع وكذلك الجوال واكيد بنشوف فساد ونتائج قياده المراه لكن يظل فيه اجابيات لهم كلهم  || no			
الله يطول بعمر الملك لكن المراءه بحجابها و ضعفها لن تتقن قيادة السياره و لن تكون في امان من المضايقات  || yes			
انا ملكة وحفضل طول عمري ملكة ماراح اسوق والله يعين الي بيسوق    || no			
القياده ليس فيها مشكله بالعكس فيها شي ايجابي بس مابعد القياده هنا تبداء قصص اخرى  || yes			
أبارك لكل نساء الوطن إنطلقن في رعاية الله وحفظه "" والقادم أجمل بإذن الله  || yes			
الف مبروك ايه الشعب العظيم بيننااناث نحترمهم ونلتزم بانظمةالطرق ونكون بشوشين اهلاًبالعالم الطبيعي اهلاًبالمستقبل  || yes			
الف مبروووووووووووووووووك الله يستر الحين لاتهاوشو البنات بيتصادمون بالسيارات  || yes			
قرار تاريخي ومنصف بحق المراه واستر وأعف لها من السواق الاجنبي وتوفير لها وللاقتصاد وتقليل عماله وافده لكل من يستخف بقيادةالمرأة في كل العالم،المرأة أقل حوادث وأكثر مسؤولية في القيادة من الرجل اللي كان يغني لن تقودي ..لن تقودي صح حسابك متهكر ما تقدر تشارك بالهاشتاق.  || yes
تدرون ليش قاعدين يصايحون لان لو زوجته ولا اخته قررت تسوق مايقدر عليها وشايف انه يعارض القرار ككل يمكن ينجح  || yes			
: الأمر السامي يعزز مساهمة المرأة الحضارية بمسيرة التنمية. اللي عنده اعتراض حابه اقوله : ولي امري ادرى بأمري  || yes			
واللي ماعجبه القرار شف لك بلد ثانيه مافيها سواقه اذا مافي الربع الخالي  || yes			
اعظم قرار  || yes
فرحانين ويجي حمار ما يعرف يطبل ويقولك قرار تاريخي اذا من يحاسب على المنع طوال السنوات الماضيه وعلى التحريض ؟ ? › يلا ي بنات كل وحدة تضبط لها عسكري عشان المخالفات “?)-|. هل أنت مؤيد لقيادة المرأة ؟ || yes			
"فرحتي أكثر ليس بقيادة المرأة فقط، بل بالمملكة الجديدة المواكبة لمتطلبات العصر كل اللي مبسوطات بهالقرار بيطفشون بعد اول شهر قيادة .. مافيه زي شعور انك تركب مع سواق وتطقطق بالجوال وأنت مرتاح ورايق الحمد لله || yes		
"فضحتونا ماشفنا اهل الكويت والا عمان رفضوا وشوهوا سمعه بناتهم!!ليه ماتعرفون تربون ذريتكم؟! الموضوع بسيط ودك تسوقين سوقي، ما ودك لا تسوقين || yes
فعلاً لدينا القيادة تسبق الشعب يله بنات مشينا  || yes			
"في سيربح جهات و يخسراخرى. سيّربـح وكالات السيارات . ومحطات الوقود و""ساهر"" ويخسر السائقين الخصوصين وسيارات الاجره! . || yes	
في وولي عهده الأمين في الاتجاه الصحيح لتحقيق رؤية 2030 . نبارك خطوات الدولة في تصحيح مسارات الحياة وإلى الأمام بتوفيق الله الحين كل بنات الكويت ودهم يمسكون خط سفر وهي مشوار البانزين ثقيل عليها || yes			
"قاعد اتخيل بنت تسوق فورد ، الحرب العالميه الثالثه هههههههههههههههههههههههههههههههه مبروك لنا جميعاً شكرا ملكنا بناتك قد الثقة اعتقد مع القرار هذا سيصلح جهاز المرور من اجل تنظيم حركة السير. و بس للتوضيح، القرار هو“سماح” و ليس اجبار المرأة يعدّونه من الموتى وانا اعدّه من الحييّن بقلبي مايموت ولا يغيب إلا على موتي !  || yes		
قاعده أفكر ايش اشتري سياره بعد الخبر  || yes		
"قال ابن القيم:""ولا ريب أن تمكين النساء من اختلاطهن بالرجال أصل كل بلية وشر، وهو من أعظم أسباب نزول العقوبات العامة.."" قرار حكيم من ملك حكيم وشعب يستاهل كل فرح دامت أفراح السعوديه || yes		
"قال الرسول "" يأتي على النَّاسِ زمانٌ ،الصَّابرُ فيهم على دينِه ، كالقابضِ على الجَمرِ "" اللهم ثبّت قلوبنا على دينك ،، أثق بوعي المجتمع في التعامل برقي وحضارة مع قرار وسيتجاوز السلبيات المتخوفة بحكمة.. ،، || yes	
قال الرسول في الحديث : ( والرجل راع في أهل بيته ) .. على الرجل إصدار القرار العقلاني في أهل بيته وفق الضوابط الشرعيه اي والله مو خوش يوم  || yes			
قالها و حنا وراه نرددها .. قالها : طموحنا سيبتلع كل المشاكل || yes			
قبل وبعد نسوية نفعية سقط قناعها مستعدة تعبدهم لمجرد رجوع حق مسلوب بسيط موجود بأسوء دولة وطز في أي حقوق غير حقوقي!  || yes			
قرار تاريخي يحد من سلبيات كثيره و للعلم هو قرار اختياري وليس إلزامي لمن لا يرغب في تطبيقه || yes			
قرار خادم الحرمين الشريفين بشأن يلبي حاجة شريحة واسعة في المجتمع فأسأل الله أن يجعله نافعا للعباد والبلاد || yes			
قرار سيادي الدوله وقت ماتشاء فرضته وليس لمتمسحي السفارات اي فضل في ذلك. يكفي مواقفهم التي اثبتت خباياهم || yes			
قرار عادل وحق عام، المعارضيين له مايختلفون عن الي كانوا يعارضون تعليم المرأة في الماضي، نفس الحجج الي عفى عليها الزمن || yes	
قرار قيادة المرأة تاريخي وقفزه كبيره ، وحق من حقوق المراة ، وسيلبي احتياجات شريحه واسعه الحمدلله والي عنده اعتراض لاتتكلم وانت /ي ماتعرف مشاكل وضروف الحريم فيه الارامل وفيه الي ماعنده اخوان وغيره فااسكت/ي. || yes	
قرار كان وشيكا ومتوقع من الجميع (بدون استثناء)،نتمنى ان تطغى إيجابياته على سلبياته.. || yes		
قرار مدروس بشروط وظوابط ومع الوقت بيصير الوضع طبيعي وانا اشوف انه احسن من الاعتماد على الأجانب وادخالهم بيوتنا || yes			
قرار من أهميته خفض تقديس رجال الدين عند اغلب الشعب فالكثير كان يستند بالمنع إلى المفتي اللذي بالتأكيد سيدعم القرار.. || yes			
قرار نافع للبلاد والشعب والحكومه مبروك لنا هذا القرار التاريخي يا أخوات الخبر يحتاج سجدة شكر لله عز وجل ولتدوم النعم اخيرااا || yes			
قرار يلبي احتياجات بعض المضطرين لذلك لكن اهتمام الرأي الخارجي بهذا القرار وكأن جميع مشاكلهم انتهت ..مدعاة للتأمل || yes			
قراربشأن يحقق رغبة شريحة واسعة من مجتمعنا السعودي حياكم القروب وين اللي يقولون لتقودي تعالو تعالو واللي يقول ع جثتي تعال الله يسلمك طلب خاص مبروك لسيدات بلاد الحرمين والقادم أجمل || yes			
قرارتأخركثيراً لتردد القيادة فتعطل حق ضمنه الشرع وجحده المجتمع فكان في حزم سلمان الحل وننتظرالمزيد من حسم الأمورالحايرة || yes			
قلنالكم هالقرار جاي جاي شئتم أم أبيتم ودام عزك ياوطن || yes			
قيادة المرأة مسألة اجتهادية بين العلماء من قديم مثال: ابن باز يرى التحريم والألباني عكس انتوو مشاركينا في كريمات الوجه وحف الحواجب الألوان الزاهية حتى في الميكب ان الاوان نشاركم في سواقه انا كنت ضد بس لعله خير || yes			
قياده المرأه للسياره في المملكه يعتبر قرار تاريخي وله آثار ايجابيه في المجتمع السعودي تمام من الحين بجمع لسيارتي لو عمل استفتاء للنساء حول القيادة ستجد الاغلبية ضده هناك من تحتاج القرار لقضاء ضرورة وهناك من تستغله للتسكع فالشوارع || yes			
قيسوا القرار من كل الجوانب لا تقيسها على البنت المدنية اللي ما عندها شي .. قيسها على المعلمة والموظفة المغتربة || yes			
كل الدول عندها قيادة المرأة لا يصنف في الحقوق لأنو شيء فطري لها! اناشد الملك سلمان انه ياخذ حق ابني المقتول من محكمة عرعر اللي حكمت بالظلم وضيعت الحق ورفضت اعادة التحقيق || yes			
كل امر جديد مُهاب لكنه مع الايام يُصبح الخوف منه ( نكته) مثال تعليم المرأة جوال الكمرا (السيكل) الدش وامور كثيرة وين سويتي الحادث ؟ لو يهمك كان عرفت هههههههههههههههههههههههههههههههههههههههههههههههه واحد يقول حنا في اخر الزمان ! يعني أمس كنّا في اول الرمان وستثبت لكم الأيام أن قرار قرار صائب وسليم لعدة اعتبارات سواء اقتصادية أو اجتماعية أو حتى أخلاقية. || yes			
كل تغريداتي السابقة عن هذا الموضوع تعبر عن فرحي الشديد بهذا القرار التاريخي أما عن الواقع ستكون قيادتي وقت الضرورة فقط || yes			
كلام نفيس للشيخ عبدالعزيز الطريفي عن واجب المسلم في زمن الفتن..  انظروووا للجانب المشرق بيصير في فرص توضيف دوريات نسائيه مثلاً سائقات حافلات مدارس وجامعات وزي كذا || yes			
"كلنا ثقة بوعي مجتمعنا في التعامل برقي وحضارة مع هذا القرار، ونبارك لأخواتنا ثقة قادتنا.   || yes		
كمجتمع اذا اردنا نجاح قرار فعلينا تثقيف الأبناء دينياً بجرم التحرش !انشغل بتربية ابنائك ولن تجد ماتخشاه في قيادة المرأه || yes			
"كنت احرم هالشي لان كان مخي ""مصدّي"" لكن من عشت بالرياض وشفت معاناة البنات من جشع السواقين اقتنعت انه الافضل انها تسوق حبيبتي بجيب لك ايفون 8 لا ماابي ، طيب وش تبين ابي طقم كفرات وردي استغرب من الي يقول قرار تاريخي اشوفه قرار عادي زي اي قرار وقرار السماح بالاصل بيكون من الاهل اذا اهلك موافقين او لا || yes		
كنت مبسوطه الين مافتحت الواتس بارك لأهلك انا اللي ف بيتي ما راح تسوق الا على جثتي مو متخيله طريف تصير زحمه ونعاني نفس الرياض . || yes			
"لا تباركون بدشرة البنت ياهيه عقب العفاف تباركون بضياعه ' بكرى الحجاب يروح ويقل واليه وتفرح سرابيت البشر بالصياعه ، أبارك لي ولِـنساء وطني النسويات والحقوقيات ولكل شخص مبسوط بالقرار هنيئاً لنا عقبال جميع المطالب || yes
لا تقلقوا من في عندنا في تسوق بالمدن والأرياف وكل شئ طبيعي المهم تلتزم بحشمتها ويلتزم الرجل بإحترامها || yes			
لا عزاء لمن يريد أن يستغل هذا القرار الدولة تحكم بشرع الله القويم ولم تصدر أي قرار يتعارض مع تعاليم الشريعة الإسلامية || yes			
لاتنسون هذي الأميرة التي أعادت فتح ملف القيادة حتى تحقق لنا النصر  || yes			
لازلت عند توقعي بان هناك قرارات انفتاحيه كثيره لمصلحة المرأة حتى تكون الاجواء المناسبة لعودة القاعدة الامريكية من قطر || yes			
لاصوت يعلو فوق صوت الملك وولي العهد قرار عادل كان مفروض من زمان السعودية دولة واعية وليست دولة منغلقة ومتخلفة || yes			
"لانتعتقد اننا في مجتمع ملائكي فالسفهاء والسفيهات كثر فرض العقوبات والغرامات واجتهاد رجال المرور والشرطة سيهذبهم،،، || yes		
لكل قرار وقت و لقيادتنا حكمة في إطلاقه بالوقت المناسب مبارك لكل السيدات السعوديات || yes			
للاسف بيفتح ابواب احنا في غناء عنهاالله يستر من الجاي بليز طفوا ساهر لين نتعلم السواقه زين  || yes			
للبنات اللي عمرهم اقل من30 وتبى تسوق بعطيها بطاقتى انا احب ألمساعده اللهم أنت حسبنا و نعم الوكيييل اللهم إنا مغلوبين فانتصر والله فرحتلكن صراحه || yes			
لله الحمد والشكر السوقين اكلوا افلوسنا || yes			
لن يزيد القرار المجتمع إلا نضجاً ومسؤولية اللهم انا نسألك خير هذا القرار وخير ما جاء به ونعوذ بك من شره وشر ما جاء به اللهم احفظ بلادنا وامننا من شر الفتن || yes			
لو أسوي مكس بين بنزين ?? و ?? تصير سيارتي أسرع من سيارات بنات خالي ؟ هل طاعه لولي الامر او فرض كفايه نروني الله ينور عليكو || yes			
"ليس انتصار لها او هزيمة لغيرها ، ولكن أصبحت ضرورة و وسيلة آمنة لبناتنا يستطيع استخدامها من هو بحاجتها . || yes		
ليش زعلانين انو البنت بتسوق ؟! كل دول العالم البنت تسوق وين الجديد اللي زعلكم ؟؟!! || yes			
ليه خلوا اخر وقت الساعه ? دوامنا بالعيادة يخلص ?? يعني اروح الدوام بسيارتي وارجع انا وسيارتي بالسطحه الله يكون في عون السيارات مبسوطة لنفسي وللنساء السعوديات. اكثر نساء العالم نضالًا . تحيه الى عالقات بحسابي يتشمتون بتغريدات قديمة ضد قيادة المراة فرحانات ل الله يجعل فرحتهم ماتتم رأيكم هل احظرهم || yes			
مادام تم السماح للنساء بالقيادة فالسماح بالسينما قريب جدا الي مانامت من الفرحة تسوي رتويت || yes			
ماراح ننسى المناضلات لقضايا المرأه السعودية راح تخلد اسمائكم للأجيال القادمة || yes		
مافكرت بيوم انه بنسوق الله يكون في عون الشعب الحين البيت الواحد عنده اكثر من عشر سيارات وبكره كل بنت تبي سياره والاسواق زحمه اذا ساقو ستاير تعزل عنك الغبار الضوء الصوت الحراره ضمان10سنوات خصم 15% 0533353545 ____  || yes			
ماكو احد مستانس بهالخبر الا احنا الكويتيات نقدر نزورق لحفر الباطن والخفجي ونرد قرار ملكي تاريخي و بـ  || yes			
"مبروچ عليكم السِيارة "" كلكم راعٍ وكلكم مسؤول عن رعيته "" ودي اشوف احلام اللحين بعد >> رسالة لكل بنت سعوديةكوني على قدرالثقةالتي منحتكِ أياها دولتك ولاتجعلي من القيادةباب للتخلي والتهاون بأمور دينك وأخلاقك || yes		
"محمدالثنيان:الخلاف ليس مع فهذاطبيعي،الغيرطبيعي بأن كم من العادات والتقاليد كانت تسيطرعلى مجتمعاتنا بحجة الفتاوى الشرعية || yes			
مدري ليش بعض الناس متضايقين ياخي خليك رجال وامنع أهلك إذا ماتبيهم يسوقون محد غصبك تخليهم يسوقو || yes			
مر اخوي من قدامي ومزحت معاه قلت هات مفتاح السياره ههههههههههههههههههههههههههههههههههههه اعطاني نظرة تخوف الشيخ خالد المصلح: قرار بشأن يلبي حاجة شريحة واسعة في المجتمع  || yes			
"مضت عقود ننتظر مثل هذا القرار الذي بشأنه تغيير احوال عوائل للأفضل، امر ليس هين كمان كان يراه البعض. || yes	
مطلوب سواقة محترمة لتوصيل اولادي المدرسة الدوام يبدأ ? الصباح ويرجعوا ? الظهر وبالنسبة للراتب مانختلف ان شاء الله || yes			
مع المهر سياره الان بس انا الحمد لله تزوجت على الاصدار القديم نص بناتنا راحوا ضحايا حوادث بسبب سائقين قيسها على اللي ما عندها احد يوديها ويجيبها وتضطر تركب مع اجنبي .. بطلوا انانية || yes			
مع اني ماقد فكرت اني اسوق لكن كويس ان الخيار رح يكون متاح || yes			
"مع محبتنا وامتناننا وتقديرنا لجهود كل الناشطات،الرائعات والمتمردات اللواتي ناضلن من أجل انتزاع أبسط حقوقهن نكتب لك قصيدتك المطلوبه بأي غرض شعري وندعم الشعراء المبتدئين بالنقد والأستشاره الخاص مفتوح. || yes	
ممكن ماسوق بس فرحانه ولو انه تاخر كثيير || yes			
من سخافة العقول: إثارة قيادة المرأة للسيارة وتجاهل قيادة الرجل للطائرة لقصف المدن السنية.!  || yes			
من عام جدي وجدتي والنساء يسوقن وش الجديد ياحبكم لشر || yes			
من كان معارض للقرار فلا عليه الا ان يمنع اهل بيته. اما باقي الشعب فلست وصياً عليهم. ضروري ان نتخلّص من الوصايه عالناس.  || yes			
من كان يرضاهن يسوقن.. يسوقن.. غصبن ومن يقرب شرفهن بيندم ومن هو نوى يبقن ببيته بيبقن.. محدن يقص ايده ولا يوم يعدم || yes			
منزعجين من هالقرار هل وجود المرأه مع سواق اجنبي غير محرم أفضل مِن وجودها لوحدها بسياره CNN:منال الشريف بعد : المشوار الثاني إسقاط الولاية  || yes			
مو عاجبك اطلعي من السعودية    || yes			
"مو فرحانه بالقرار قد ماني فرحانه بمعناه ، وهو العهد الجديد اللي بتدخله السعوديه مع المرأة وسد افواه اللي انتم خابرين ليسن ثقيل للمرأه  || yes			
موتو حره يالدرر قرار جريء ومنصف لعله يعالج اختلالا ثقافيّا امتدّ لأجيال... || yes			
نحن الوحيدون المتخلفون عن الركب لو على كيفهم ركبونا حمير || yes			
نحن مع ولي الأمر في اي قرار يصدر . مو خلاص كل بنت بتاخذ سياره وتسوق هناك أنظمه وشروط كثيره اولها موافقة ولي الأمر || yes			
نسأل الله أن يجعل فيه خير البلاد والعباد || yes			
نفس العينات اللي كانت تحرّم وتدّيث اللي يروّح بناته ابتعاث او معها جوال كام(الباندا) هم نفسهم يدّيثون اللي بتسوق : عبي فل : أحمر ولا أخضر؟ : مافيه ألوان ثانيه؟ || yes			
نمت وحنا بقرن الجاهليه قمت وحنا في القرن الواحد والعشرين اللهمّ إنّك ترى ما لا نرى و تعلم ما لا نعلم فاكفنا شرّ ما في الغيب و احفظنا بحفظك حي راسك جعلني فداك  || yes			
هذه الليلة اشبه ما تكون بليلة عيد .. المشكلة فتحت القزاز وهي تسوق ودخلت جرادة وش بتسوي اي نعم ماني محتاجه لسواقه ههههههههههههههههههههههههههههههههههههههههههههههههه حسبي الله .  || yes			
هذي الأخبار اللي تفتح النفس مبروووووك حق مكتسب معلمين ومعلمات كافة التخصصات بالرياض للتواصل 0582876708 واتس || yes			
